x-axis,3,D0-D7,D8-D15
second,Volt,,
-100.0000E-09,+176.8844202161E-03,51,4
-99.8000E-09,+176.8844202161E-03,51,4
-99.6000E-09,+176.8844202161E-03,51,4
-99.4000E-09,+176.8844202161E-03,51,4
-99.2000E-09,+184.9246211350E-03,51,4
-99.0000E-09,+184.9246211350E-03,51,4
-98.8000E-09,+192.9648220539E-03,51,4
-98.6000E-09,+184.9246211350E-03,51,4
-98.4000E-09,+192.9648220539E-03,51,4
-98.2000E-09,+201.0050229728E-03,51,4
-98.0000E-09,+201.0050229728E-03,51,4
-97.8000E-09,+217.0854248106E-03,51,4
-97.6000E-09,+217.0854248106E-03,51,4
-97.4000E-09,+217.0854248106E-03,51,4
-97.2000E-09,+217.0854248107E-03,51,4
-97.0000E-09,+233.1658266485E-03,51,4
-96.8000E-09,+241.2060275674E-03,51,4
-96.6000E-09,+249.2462284863E-03,51,4
-96.4000E-09,+249.2462284863E-03,51,4
-96.2000E-09,+249.2462284863E-03,51,4
-96.0000E-09,+257.2864294052E-03,51,4
-95.8000E-09,+265.3266303241E-03,51,4
-95.6000E-09,+257.2864294052E-03,51,4
-95.4000E-09,+265.3266303241E-03,51,4
-95.2000E-09,+257.2864294052E-03,51,4
-95.0000E-09,+265.3266303241E-03,51,4
-94.8000E-09,+241.2060275674E-03,51,4
-94.6000E-09,+225.1256257296E-03,51,4
-94.4000E-09,+217.0854248106E-03,51,4
-94.2000E-09,+217.0854248106E-03,51,4
-94.0000E-09,+217.0854248106E-03,51,4
-93.8000E-09,+209.0452238917E-03,51,4
-93.6000E-09,+176.8844202161E-03,51,4
-93.4000E-09,+184.9246211350E-03,51,4
-93.2000E-09,+217.0854248107E-03,51,4
-93.0000E-09,+273.3668312430E-03,51,4
-92.8000E-09,+297.4874339998E-03,51,4
-92.6000E-09,+297.4874339998E-03,48,4
-92.4000E-09,+265.3266303241E-03,48,4
-92.2000E-09,+241.2060275674E-03,48,4
-92.0000E-09,+209.0452238917E-03,48,0
-91.8000E-09,+184.9246211350E-03,48,0
-91.6000E-09,+201.0050229728E-03,48,0
-91.4000E-09,+265.3266303241E-03,48,32
-91.2000E-09,+313.5678358376E-03,48,32
-91.0000E-09,+337.6884385943E-03,48,32
-90.8000E-09,+321.6080367565E-03,48,32
-90.6000E-09,+329.6482376754E-03,48,32
-90.4000E-09,+321.6080367565E-03,48,32
-90.2000E-09,+313.5678358376E-03,48,32
-90.0000E-09,+297.4874339998E-03,48,32
-89.8000E-09,+297.4874339998E-03,52,32
-89.6000E-09,+305.5276349187E-03,52,32
-89.4000E-09,+305.5276349187E-03,52,32
-89.2000E-09,+313.5678358376E-03,52,32
-89.0000E-09,+321.6080367565E-03,52,32
-88.8000E-09,+313.5678358376E-03,52,32
-88.6000E-09,+321.6080367565E-03,52,32
-88.4000E-09,+297.4874339998E-03,52,32
-88.2000E-09,+281.4070321620E-03,180,32
-88.0000E-09,+297.4874339998E-03,180,32
-87.8000E-09,+313.5678358376E-03,180,32
-87.6000E-09,+329.6482376754E-03,188,32
-87.4000E-09,+329.6482376754E-03,188,32
-87.2000E-09,+321.6080367565E-03,188,32
-87.0000E-09,+321.6080367565E-03,188,32
-86.8000E-09,+321.6080367565E-03,188,32
-86.6000E-09,+321.6080367565E-03,188,32
-86.4000E-09,+305.5276349187E-03,188,0
-86.2000E-09,+313.5678358376E-03,188,0
-86.0000E-09,+297.4874339998E-03,188,0
-85.8000E-09,+281.4070321619E-03,188,0
-85.6000E-09,+241.2060275674E-03,188,0
-85.4000E-09,+225.1256257296E-03,188,0
-85.2000E-09,+209.0452238918E-03,188,0
-85.0000E-09,+265.3266303242E-03,188,4
-84.8000E-09,+329.6482376755E-03,188,4
-84.6000E-09,+377.8894431889E-03,188,4
-84.4000E-09,+377.8894431889E-03,188,4
-84.2000E-09,+329.6482376754E-03,188,4
-84.0000E-09,+265.3266303241E-03,188,4
-83.8000E-09,+241.2060275674E-03,188,4
-83.6000E-09,+249.2462284863E-03,188,4
-83.4000E-09,+257.2864294052E-03,188,4
-83.2000E-09,+281.4070321620E-03,188,4
-83.0000E-09,+281.4070321620E-03,188,4
-82.8000E-09,+297.4874339998E-03,188,4
-82.6000E-09,+321.6080367565E-03,188,4
-82.4000E-09,+321.6080367565E-03,188,4
-82.2000E-09,+321.6080367565E-03,188,4
-82.0000E-09,+305.5276349187E-03,188,4
-81.8000E-09,+297.4874339998E-03,188,4
-81.6000E-09,+305.5276349187E-03,188,4
-81.4000E-09,+305.5276349187E-03,188,4
-81.2000E-09,+305.5276349187E-03,188,4
-81.0000E-09,+305.5276349187E-03,188,4
-80.8000E-09,+297.4874339998E-03,188,4
-80.6000E-09,+297.4874339998E-03,188,4
-80.4000E-09,+313.5678358376E-03,188,4
-80.2000E-09,+297.4874339998E-03,188,4
-80.0000E-09,+289.4472330809E-03,188,4
-79.8000E-09,+289.4472330809E-03,188,4
-79.6000E-09,+297.4874339998E-03,188,4
-79.4000E-09,+305.5276349187E-03,188,4
-79.2000E-09,+305.5276349187E-03,188,4
-79.0000E-09,+321.6080367565E-03,188,4
-78.8000E-09,+321.6080367565E-03,188,4
-78.6000E-09,+313.5678358376E-03,188,4
-78.4000E-09,+305.5276349187E-03,188,4
-78.2000E-09,+313.5678358376E-03,188,4
-78.0000E-09,+305.5276349187E-03,188,4
-77.8000E-09,+313.5678358376E-03,188,4
-77.6000E-09,+305.5276349187E-03,188,4
-77.4000E-09,+297.4874339998E-03,188,4
-77.2000E-09,+281.4070321620E-03,188,4
-77.0000E-09,+297.4874339998E-03,188,4
-76.8000E-09,+297.4874339998E-03,188,4
-76.6000E-09,+297.4874339998E-03,188,4
-76.4000E-09,+289.4472330809E-03,188,4
-76.2000E-09,+289.4472330809E-03,188,4
-76.0000E-09,+289.4472330809E-03,188,4
-75.8000E-09,+289.4472330809E-03,188,4
-75.6000E-09,+281.4070321619E-03,188,4
-75.4000E-09,+273.3668312430E-03,188,4
-75.2000E-09,+273.3668312430E-03,188,4
-75.0000E-09,+265.3266303241E-03,188,4
-74.8000E-09,+265.3266303241E-03,188,4
-74.6000E-09,+273.3668312430E-03,188,4
-74.4000E-09,+265.3266303241E-03,188,4
-74.2000E-09,+257.2864294052E-03,188,4
-74.0000E-09,+257.2864294052E-03,188,4
-73.8000E-09,+265.3266303241E-03,188,4
-73.6000E-09,+265.3266303241E-03,188,4
-73.4000E-09,+265.3266303241E-03,188,4
-73.2000E-09,+257.2864294052E-03,188,4
-73.0000E-09,+249.2462284863E-03,188,4
-72.8000E-09,+249.2462284863E-03,188,4
-72.6000E-09,+257.2864294052E-03,188,4
-72.4000E-09,+257.2864294052E-03,188,4
-72.2000E-09,+257.2864294052E-03,188,4
-72.0000E-09,+249.2462284863E-03,188,4
-71.8000E-09,+249.2462284863E-03,188,4
-71.6000E-09,+241.2060275674E-03,188,4
-71.4000E-09,+257.2864294052E-03,188,4
-71.2000E-09,+249.2462284863E-03,188,4
-71.0000E-09,+241.2060275674E-03,188,4
-70.8000E-09,+225.1256257296E-03,188,4
-70.6000E-09,+225.1256257296E-03,188,4
-70.4000E-09,+217.0854248106E-03,188,4
-70.2000E-09,+209.0452238917E-03,188,4
-70.0000E-09,+192.9648220539E-03,188,4
-69.8000E-09,+192.9648220539E-03,188,4
-69.6000E-09,+176.8844202161E-03,188,4
-69.4000E-09,+176.8844202160E-03,188,4
-69.2000E-09,+136.6834156215E-03,188,4
-69.0000E-09,+112.5628128648E-03,188,4
-68.8000E-09,+136.6834156216E-03,188,4
-68.6000E-09,+160.8040183783E-03,188,4
-68.4000E-09,+184.9246211350E-03,188,4
-68.2000E-09,+176.8844202160E-03,188,4
-68.0000E-09,+144.7236165404E-03,188,4
-67.8000E-09,+120.6030137836E-03,180,0
-67.6000E-09,+80.4020091891E-03,180,43
-67.4000E-09,+48.2412055135E-03,180,43
-67.2000E-09,+64.3216073514E-03,180,43
-67.0000E-09,+112.5628128648E-03,180,43
-66.8000E-09,+152.7638174594E-03,180,43
-66.6000E-09,+160.8040183782E-03,245,43
-66.4000E-09,+152.7638174593E-03,245,43
-66.2000E-09,+144.7236165404E-03,245,43
-66.0000E-09,+152.7638174594E-03,245,43
-65.8000E-09,+160.8040183782E-03,245,43
-65.6000E-09,+144.7236165404E-03,245,43
-65.4000E-09,+136.6834156215E-03,245,43
-65.2000E-09,+128.6432147026E-03,245,43
-65.0000E-09,+128.6432147026E-03,245,43
-64.8000E-09,+128.6432147026E-03,245,43
-64.6000E-09,+120.6030137837E-03,245,43
-64.4000E-09,+120.6030137837E-03,245,43
-64.2000E-09,+120.6030137837E-03,245,43
-64.0000E-09,+112.5628128648E-03,245,43
-63.8000E-09,+96.4824110270E-03,245,43
-63.6000E-09,+96.4824110269E-03,245,43
-63.4000E-09,+88.4422101080E-03,245,43
-63.2000E-09,+64.3216073513E-03,245,43
-63.0000E-09,+72.3618082702E-03,245,43
-62.8000E-09,+72.3618082703E-03,245,43
-62.6000E-09,+96.4824110270E-03,245,43
-62.4000E-09,+96.4824110269E-03,245,43
-62.2000E-09,+80.4020091891E-03,245,43
-62.0000E-09,+72.3618082702E-03,245,43
-61.8000E-09,+64.3216073513E-03,245,43
-61.6000E-09,+56.2814064324E-03,245,43
-61.4000E-09,+56.2814064324E-03,245,43
-61.2000E-09,+40.2010045946E-03,245,43
-61.0000E-09,+40.2010045945E-03,245,43
-60.8000E-09,+24.1206027567E-03,245,43
-60.6000E-09,-0.0E+00,245,11
-60.4000E-09,-16.0804018378E-03,245,11
-60.2000E-09,+0.0E+00,245,11
-60.0000E-09,+24.1206027568E-03,245,11
-59.8000E-09,+80.4020091892E-03,245,11
-59.6000E-09,+112.5628128648E-03,245,11
-59.4000E-09,+104.5226119458E-03,245,11
-59.2000E-09,+48.2412055133E-03,245,11
-59.0000E-09,-24.1206027568E-03,245,11
-58.8000E-09,-64.3216073513E-03,245,11
-58.6000E-09,-56.2814064324E-03,245,11
-58.4000E-09,-48.2412055134E-03,245,11
-58.2000E-09,-32.1608036757E-03,245,11
-58.0000E-09,-32.1608036756E-03,245,11
-57.8000E-09,-24.1206027567E-03,245,11
-57.6000E-09,-8.0402009189E-03,245,11
-57.4000E-09,-8.0402009189E-03,245,11
-57.2000E-09,-24.1206027568E-03,245,11
-57.0000E-09,-32.1608036757E-03,245,11
-56.8000E-09,-48.2412055135E-03,245,11
-56.6000E-09,-56.2814064324E-03,245,11
-56.4000E-09,-64.3216073513E-03,245,11
-56.2000E-09,-64.3216073513E-03,245,11
-56.0000E-09,-64.3216073513E-03,245,11
-55.8000E-09,-64.3216073513E-03,245,11
-55.6000E-09,-80.4020091891E-03,245,11
-55.4000E-09,-88.4422101081E-03,245,11
-55.2000E-09,-96.4824110270E-03,245,11
-55.0000E-09,-96.4824110270E-03,245,11
-54.8000E-09,-104.5226119458E-03,245,11
-54.6000E-09,-88.4422101080E-03,245,11
-54.4000E-09,-80.4020091891E-03,245,11
-54.2000E-09,-80.4020091891E-03,245,11
-54.0000E-09,-80.4020091891E-03,245,11
-53.8000E-09,-72.3618082702E-03,245,11
-53.6000E-09,-64.3216073513E-03,245,11
-53.4000E-09,-72.3618082702E-03,245,11
-53.2000E-09,-80.4020091891E-03,245,11
-53.0000E-09,-88.4422101081E-03,245,11
-52.8000E-09,-104.5226119459E-03,245,11
-52.6000E-09,-96.4824110270E-03,245,11
-52.4000E-09,-112.5628128648E-03,245,11
-52.2000E-09,-112.5628128648E-03,245,11
-52.0000E-09,-128.6432147026E-03,245,11
-51.8000E-09,-128.6432147026E-03,245,11
-51.6000E-09,-144.7236165404E-03,245,11
-51.4000E-09,-136.6834156215E-03,245,11
-51.2000E-09,-144.7236165405E-03,245,11
-51.0000E-09,-160.8040183783E-03,245,11
-50.8000E-09,-160.8040183782E-03,245,11
-50.6000E-09,-144.7236165405E-03,245,11
-50.4000E-09,-152.7638174593E-03,245,11
-50.2000E-09,-144.7236165405E-03,245,11
-50.0000E-09,-160.8040183783E-03,245,11
-49.8000E-09,-160.8040183783E-03,245,11
-49.6000E-09,-160.8040183783E-03,245,11
-49.4000E-09,-176.8844202161E-03,245,11
-49.2000E-09,-176.8844202161E-03,245,11
-49.0000E-09,-176.8844202161E-03,245,11
-48.8000E-09,-184.9246211350E-03,245,11
-48.6000E-09,-176.8844202161E-03,245,11
-48.4000E-09,-184.9246211350E-03,245,11
-48.2000E-09,-192.9648220539E-03,245,11
-48.0000E-09,-192.9648220539E-03,245,11
-47.8000E-09,-184.9246211350E-03,245,11
-47.6000E-09,-192.9648220539E-03,245,11
-47.4000E-09,-201.0050229728E-03,245,11
-47.2000E-09,-201.0050229728E-03,245,11
-47.0000E-09,-192.9648220539E-03,245,11
-46.8000E-09,-201.0050229728E-03,245,11
-46.6000E-09,-192.9648220539E-03,245,11
-46.4000E-09,-192.9648220539E-03,245,11
-46.2000E-09,-192.9648220539E-03,245,11
-46.0000E-09,-192.9648220539E-03,245,11
-45.8000E-09,-192.9648220539E-03,245,11
-45.6000E-09,-192.9648220539E-03,245,11
-45.4000E-09,-201.0050229728E-03,245,11
-45.2000E-09,-209.0452238918E-03,245,11
-45.0000E-09,-225.1256257296E-03,245,11
-44.8000E-09,-233.1658266485E-03,245,11
-44.6000E-09,-257.2864294053E-03,245,11
-44.4000E-09,-281.4070321620E-03,245,11
-44.2000E-09,-289.4472330809E-03,245,11
-44.0000E-09,-289.4472330809E-03,245,11
-43.8000E-09,-297.4874339998E-03,245,11
-43.6000E-09,-321.6080367565E-03,245,11
-43.4000E-09,-329.6482376753E-03,247,43
-43.2000E-09,-297.4874339997E-03,247,43
-43.0000E-09,-257.2864294051E-03,247,43
-42.8000E-09,-225.1256257296E-03,247,43
-42.6000E-09,-225.1256257296E-03,255,43
-42.4000E-09,-249.2462284864E-03,255,43
-42.2000E-09,-273.3668312431E-03,255,43
-42.0000E-09,-313.5678358377E-03,255,43
-41.8000E-09,-361.8090413511E-03,255,43
-41.6000E-09,-353.7688404321E-03,255,43
-41.4000E-09,-313.5678358375E-03,255,43
-41.2000E-09,-273.3668312430E-03,255,43
-41.0000E-09,-273.3668312431E-03,255,43
-40.8000E-09,-281.4070321619E-03,255,43
-40.6000E-09,-273.3668312430E-03,255,43
-40.4000E-09,-273.3668312431E-03,255,43
-40.2000E-09,-281.4070321620E-03,255,43
-40.0000E-09,-297.4874339998E-03,255,43
-39.8000E-09,-297.4874339998E-03,255,43
-39.6000E-09,-313.5678358376E-03,255,43
-39.4000E-09,-297.4874339998E-03,255,43
-39.2000E-09,-289.4472330808E-03,255,43
-39.0000E-09,-281.4070321620E-03,255,43
-38.8000E-09,-281.4070321620E-03,255,43
-38.6000E-09,-281.4070321620E-03,255,43
-38.4000E-09,-305.5276349187E-03,255,43
-38.2000E-09,-321.6080367565E-03,255,43
-38.0000E-09,-321.6080367565E-03,255,43
-37.8000E-09,-305.5276349187E-03,255,43
-37.6000E-09,-297.4874339998E-03,255,43
-37.4000E-09,-297.4874339998E-03,255,43
-37.2000E-09,-305.5276349187E-03,255,43
-37.0000E-09,-305.5276349187E-03,255,43
-36.8000E-09,-297.4874339998E-03,255,43
-36.6000E-09,-313.5678358376E-03,255,43
-36.4000E-09,-321.6080367565E-03,255,43
-36.2000E-09,-329.6482376754E-03,255,43
-36.0000E-09,-321.6080367565E-03,255,43
-35.8000E-09,-321.6080367565E-03,255,43
-35.6000E-09,-329.6482376755E-03,255,43
-35.4000E-09,-353.7688404321E-03,255,43
-35.2000E-09,-329.6482376753E-03,255,43
-35.0000E-09,-289.4472330807E-03,255,43
-34.8000E-09,-241.2060275673E-03,255,43
-34.6000E-09,-217.0854248107E-03,255,43
-34.4000E-09,-225.1256257297E-03,250,11
-34.2000E-09,-273.3668312433E-03,250,11
-34.0000E-09,-345.7286395133E-03,250,11
-33.8000E-09,-369.8492422700E-03,250,11
-33.6000E-09,-369.8492422699E-03,250,11
-33.4000E-09,-353.7688404321E-03,250,11
-33.2000E-09,-337.6884385943E-03,250,11
-33.0000E-09,-329.6482376754E-03,250,11
-32.8000E-09,-313.5678358376E-03,250,11
-32.6000E-09,-305.5276349187E-03,250,11
-32.4000E-09,-297.4874339998E-03,250,11
-32.2000E-09,-297.4874339998E-03,250,11
-32.0000E-09,-313.5678358376E-03,250,11
-31.8000E-09,-313.5678358376E-03,250,11
-31.6000E-09,-321.6080367565E-03,250,11
-31.4000E-09,-313.5678358376E-03,250,11
-31.2000E-09,-313.5678358376E-03,250,11
-31.0000E-09,-305.5276349187E-03,250,11
-30.8000E-09,-313.5678358376E-03,250,11
-30.6000E-09,-313.5678358376E-03,250,11
-30.4000E-09,-313.5678358376E-03,250,11
-30.2000E-09,-313.5678358376E-03,250,11
-30.0000E-09,-305.5276349187E-03,250,11
-29.8000E-09,-305.5276349187E-03,250,11
-29.6000E-09,-305.5276349187E-03,250,11
-29.4000E-09,-297.4874339998E-03,250,11
-29.2000E-09,-289.4472330809E-03,250,11
-29.0000E-09,-297.4874339998E-03,250,11
-28.8000E-09,-289.4472330808E-03,250,11
-28.6000E-09,-281.4070321620E-03,250,11
-28.4000E-09,-281.4070321619E-03,250,11
-28.2000E-09,-273.3668312430E-03,250,11
-28.0000E-09,-273.3668312430E-03,250,11
-27.8000E-09,-265.3266303242E-03,122,11
-27.6000E-09,-273.3668312430E-03,122,11
-27.4000E-09,-265.3266303242E-03,122,11
-27.2000E-09,-281.4070321619E-03,106,11
-27.0000E-09,-265.3266303242E-03,106,11
-26.8000E-09,-273.3668312430E-03,106,11
-26.6000E-09,-265.3266303241E-03,106,11
-26.4000E-09,-265.3266303241E-03,106,11
-26.2000E-09,-257.2864294052E-03,106,11
-26.0000E-09,-265.3266303241E-03,106,11
-25.8000E-09,-265.3266303241E-03,106,11
-25.6000E-09,-257.2864294052E-03,106,11
-25.4000E-09,-265.3266303241E-03,106,11
-25.2000E-09,-265.3266303241E-03,106,11
-25.0000E-09,-265.3266303241E-03,106,11
-24.8000E-09,-265.3266303241E-03,106,11
-24.6000E-09,-257.2864294052E-03,106,11
-24.4000E-09,-265.3266303241E-03,106,11
-24.2000E-09,-257.2864294052E-03,106,11
-24.0000E-09,-257.2864294052E-03,106,11
-23.8000E-09,-241.2060275674E-03,106,11
-23.6000E-09,-233.1658266485E-03,106,11
-23.4000E-09,-233.1658266485E-03,106,11
-23.2000E-09,-241.2060275674E-03,106,11
-23.0000E-09,-233.1658266485E-03,106,11
-22.8000E-09,-225.1256257296E-03,106,11
-22.6000E-09,-225.1256257295E-03,106,11
-22.4000E-09,-217.0854248106E-03,106,11
-22.2000E-09,-217.0854248106E-03,106,11
-22.0000E-09,-217.0854248106E-03,106,11
-21.8000E-09,-217.0854248106E-03,106,11
-21.6000E-09,-217.0854248106E-03,106,11
-21.4000E-09,-209.0452238917E-03,106,11
-21.2000E-09,-192.9648220539E-03,106,11
-21.0000E-09,-192.9648220539E-03,106,11
-20.8000E-09,-201.0050229728E-03,106,11
-20.6000E-09,-201.0050229729E-03,106,11
-20.4000E-09,-217.0854248106E-03,106,11
-20.2000E-09,-217.0854248106E-03,106,11
-20.0000E-09,-217.0854248106E-03,106,11
-19.8000E-09,-217.0854248106E-03,106,11
-19.6000E-09,-209.0452238918E-03,106,11
-19.4000E-09,-217.0854248107E-03,106,11
-19.2000E-09,-233.1658266485E-03,106,11
-19.0000E-09,-249.2462284863E-03,106,11
-18.8000E-09,-233.1658266483E-03,106,11
-18.6000E-09,-176.8844202160E-03,106,11
-18.4000E-09,-144.7236165404E-03,106,47
-18.2000E-09,-136.6834156215E-03,106,47
-18.0000E-09,-144.7236165405E-03,106,47
-17.8000E-09,-168.8442192972E-03,123,47
-17.6000E-09,-192.9648220540E-03,59,47
-17.4000E-09,-217.0854248106E-03,59,47
-17.2000E-09,-217.0854248105E-03,59,47
-17.0000E-09,-176.8844202160E-03,59,47
-16.8000E-09,-136.6834156215E-03,59,47
-16.6000E-09,-128.6432147026E-03,59,46
-16.4000E-09,-128.6432147026E-03,59,46
-16.2000E-09,-112.5628128647E-03,59,46
-16.0000E-09,-96.4824110269E-03,51,44
-15.8000E-09,-88.4422101081E-03,51,44
-15.6000E-09,-104.5226119459E-03,51,44
-15.4000E-09,-112.5628128647E-03,51,44
-15.2000E-09,-96.4824110270E-03,51,44
-15.0000E-09,-104.5226119459E-03,51,36
-14.8000E-09,-104.5226119459E-03,51,36
-14.6000E-09,-104.5226119459E-03,51,36
-14.4000E-09,-104.5226119458E-03,51,36
-14.2000E-09,-88.4422101080E-03,51,36
-14.0000E-09,-88.4422101081E-03,51,36
-13.8000E-09,-96.4824110270E-03,51,36
-13.6000E-09,-96.4824110270E-03,51,36
-13.4000E-09,-104.5226119459E-03,51,36
-13.2000E-09,-104.5226119458E-03,51,36
-13.0000E-09,-96.4824110269E-03,51,36
-12.8000E-09,-80.4020091891E-03,51,36
-12.6000E-09,-64.3216073513E-03,51,36
-12.4000E-09,-56.2814064324E-03,51,36
-12.2000E-09,-48.2412055135E-03,51,36
-12.0000E-09,-56.2814064324E-03,51,36
-11.8000E-09,-48.2412055135E-03,51,36
-11.6000E-09,-56.2814064324E-03,51,36
-11.4000E-09,-56.2814064324E-03,51,36
-11.2000E-09,-48.2412055135E-03,51,36
-11.0000E-09,-40.2010045946E-03,51,4
-10.8000E-09,-56.2814064325E-03,51,4
-10.6000E-09,-80.4020091892E-03,51,4
-10.4000E-09,-120.6030137837E-03,51,4
-10.2000E-09,-136.6834156214E-03,51,4
-10.0000E-09,-104.5226119457E-03,51,4
-9.8000E-09,-40.2010045944E-03,51,4
-9.6000E-09,+32.1608036757E-03,51,4
-9.4000E-09,+48.2412055134E-03,51,4
-9.2000E-09,+8.0402009188E-03,51,4
-9.0000E-09,-40.2010045947E-03,51,4
-8.8000E-09,-80.4020091891E-03,51,4
-8.6000E-09,-72.3618082702E-03,51,4
-8.4000E-09,-64.3216073512E-03,51,4
-8.2000E-09,-32.1608036756E-03,51,4
-8.0000E-09,-16.0804018377E-03,51,4
-7.8000E-09,+32.1608036757E-03,51,4
-7.6000E-09,+40.2010045946E-03,51,4
-7.4000E-09,+40.2010045946E-03,51,4
-7.2000E-09,+40.2010045946E-03,51,4
-7.0000E-09,+40.2010045945E-03,51,4
-6.8000E-09,+32.1608036757E-03,51,4
-6.6000E-09,+32.1608036757E-03,51,4
-6.4000E-09,+32.1608036757E-03,51,4
-6.2000E-09,+40.2010045946E-03,51,4
-6.0000E-09,+40.2010045946E-03,51,4
-5.8000E-09,+40.2010045946E-03,51,4
-5.6000E-09,+40.2010045946E-03,51,4
-5.4000E-09,+48.2412055135E-03,51,4
-5.2000E-09,+48.2412055135E-03,51,4
-5.0000E-09,+48.2412055135E-03,51,4
-4.8000E-09,+64.3216073513E-03,51,4
-4.6000E-09,+72.3618082702E-03,51,4
-4.4000E-09,+80.4020091892E-03,51,4
-4.2000E-09,+96.4824110270E-03,51,4
-4.0000E-09,+96.4824110270E-03,51,4
-3.8000E-09,+120.6030137837E-03,51,4
-3.6000E-09,+128.6432147026E-03,51,4
-3.4000E-09,+120.6030137837E-03,51,4
-3.2000E-09,+128.6432147026E-03,51,4
-3.0000E-09,+136.6834156215E-03,51,4
-2.8000E-09,+136.6834156215E-03,51,4
-2.6000E-09,+136.6834156215E-03,51,4
-2.4000E-09,+136.6834156215E-03,51,4
-2.2000E-09,+144.7236165404E-03,51,4
-2.0000E-09,+128.6432147026E-03,51,4
-1.8000E-09,+136.6834156215E-03,51,4
-1.6000E-09,+136.6834156215E-03,51,4
-1.4000E-09,+144.7236165404E-03,51,4
-1.2000E-09,+144.7236165404E-03,51,4
-1.0000E-09,+144.7236165405E-03,51,4
-800.0E-12,+152.7638174594E-03,51,4
-600.0E-12,+160.8040183783E-03,51,4
-400.0E-12,+168.8442192972E-03,51,4
